,msisdn_id_x,bundle_name,sum_subscriptions,id_bundle,price_point,msisdn_id_y
60,23417,BTL 4G Bundle 8 Weekly,8,17,50.909090909,2240
61,23465,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
62,23629,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
63,23951,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
64,24022,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
65,26082,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
66,26699,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
67,26976,BTL 4G Bundle 8 Weekly,5,17,50.909090909,2240
68,27634,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
69,27712,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
70,28677,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
71,28737,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
72,30801,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
73,31451,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
74,31636,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
75,31733,BTL 4G Bundle 8 Weekly,7,17,50.909090909,2240
76,32242,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
77,32460,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
78,32772,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
79,32877,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
80,33140,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
81,33294,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
82,33674,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
83,35382,BTL 4G Bundle 8 Weekly,4,17,50.909090909,2240
84,35697,BTL 4G Bundle 8 Weekly,5,17,50.909090909,2240
85,36118,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
86,36375,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
87,36878,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
88,37220,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
89,37500,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
90,37711,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
91,38017,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
92,39926,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
93,42990,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
94,43065,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
95,43442,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
96,44492,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
97,44574,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
98,47762,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
99,48146,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
100,50410,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
101,50444,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
102,51188,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
103,51529,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
104,51534,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
105,52049,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
106,52339,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
107,53899,BTL 4G Bundle 8 Weekly,5,17,50.909090909,2240
108,53995,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
109,54395,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
110,55699,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
111,55788,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
112,55826,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
113,58216,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
114,58353,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
115,58590,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
116,58617,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
117,59190,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
118,59311,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
119,59344,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
120,59536,BTL 4G Bundle 8 Weekly,4,17,50.909090909,2240
121,61386,BTL 4G Bundle 8 Weekly,4,17,50.909090909,2240
122,62153,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
123,62587,BTL 4G Bundle 8 Weekly,8,17,50.909090909,2240
124,62880,BTL 4G Bundle 8 Weekly,7,17,50.909090909,2240
125,63203,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
126,63340,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
127,63575,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
128,64722,BTL 4G Bundle 8 Weekly,4,17,50.909090909,2240
129,65047,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
130,65446,BTL 4G Bundle 8 Weekly,4,17,50.909090909,2240
131,65794,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
132,66163,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
133,66173,BTL 4G Bundle 8 Weekly,5,17,50.909090909,2240
134,66192,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
135,67576,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
136,67583,BTL 4G Bundle 8 Weekly,8,17,50.909090909,2240
137,68499,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
138,68943,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
139,69188,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
140,69548,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
141,69820,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
142,70496,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
143,70950,BTL 4G Bundle 8 Weekly,5,17,50.909090909,2240
144,71689,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
145,72291,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
146,72393,BTL 4G Bundle 8 Weekly,4,17,50.909090909,2240
147,72460,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
148,72633,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
149,72947,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
150,72988,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
151,73424,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
152,73737,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
153,73948,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
154,75389,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
155,75874,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
156,75915,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
157,77713,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
158,78746,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
159,78780,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
160,78955,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
161,80555,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
162,82966,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
163,83024,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
164,84656,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
165,85622,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
166,85857,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
167,88226,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
168,88454,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
169,88462,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
170,90175,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
171,90891,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
172,91247,BTL 4G Bundle 8 Weekly,4,17,50.909090909,2240
173,93635,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
174,94516,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
175,94590,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
176,94696,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
177,95937,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
178,97640,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
179,98425,BTL 4G Bundle 8 Weekly,7,17,50.909090909,2240
180,98430,BTL 4G Bundle 8 Weekly,4,17,50.909090909,2240
181,99086,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
182,99095,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
183,99284,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
184,99346,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
185,101055,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
186,101241,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
187,101493,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
188,102624,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
189,103137,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
190,103619,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
191,103677,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
192,104925,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
193,105235,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
194,105485,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
195,105524,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
196,105576,BTL 4G Bundle 8 Weekly,7,17,50.909090909,2240
197,106034,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
198,106428,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
199,106675,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
200,106969,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
201,107012,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
202,107320,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
203,107783,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
204,107970,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
205,110147,BTL 4G Bundle 8 Weekly,7,17,50.909090909,2240
206,110985,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
207,112100,BTL 4G Bundle 8 Weekly,4,17,50.909090909,2240
208,112380,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
209,112906,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
210,113197,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
211,113858,BTL 4G Bundle 8 Weekly,5,17,50.909090909,2240
212,114353,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
213,115807,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
214,116467,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
215,118046,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
216,119089,BTL 4G Bundle 8 Weekly,5,17,50.909090909,2240
217,119396,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
218,120552,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
219,120823,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
220,121246,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
221,121854,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
222,122269,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
223,122754,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
224,123624,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
225,123646,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
226,123754,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
227,124611,BTL 4G Bundle 8 Weekly,4,17,50.909090909,2240
228,124966,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
229,125091,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
230,125422,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
231,126558,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
232,126762,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
233,128356,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
234,129633,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
235,129664,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
236,129961,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
237,130582,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
238,130685,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
239,131251,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
240,131400,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
241,131965,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
242,131967,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
243,134129,BTL 4G Bundle 8 Weekly,4,17,50.909090909,2240
244,135324,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
245,135699,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
246,138866,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
247,139562,BTL 4G Bundle 8 Weekly,12,17,50.909090909,2240
248,140473,BTL 4G Bundle 8 Weekly,4,17,50.909090909,2240
249,140733,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
250,140823,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
251,141938,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
252,142044,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
253,143441,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
254,144388,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
255,145028,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
256,146008,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
257,146172,BTL 4G Bundle 8 Weekly,4,17,50.909090909,2240
258,146389,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
259,146462,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
260,146676,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
261,146969,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
262,148727,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
263,150235,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
264,150454,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
265,150650,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
266,151008,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
267,151274,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
268,151649,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
269,152544,BTL 4G Bundle 8 Weekly,4,17,50.909090909,2240
270,152698,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
271,153742,BTL 4G Bundle 8 Weekly,8,17,50.909090909,2240
272,153807,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
273,154672,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
274,155230,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
275,155687,BTL 4G Bundle 8 Weekly,4,17,50.909090909,2240
276,155758,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
277,155920,BTL 4G Bundle 8 Weekly,5,17,50.909090909,2240
278,156068,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
279,156267,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
280,156768,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
281,156842,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
282,158390,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
283,158846,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
284,159651,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
285,159930,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
286,160501,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
287,162027,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
288,162536,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
289,162713,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
290,162787,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
291,163700,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
292,164370,BTL 4G Bundle 8 Weekly,4,17,50.909090909,2240
293,165694,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
294,165754,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
295,165767,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
296,166852,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
297,167074,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
298,167320,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
299,167487,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
300,168733,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
301,168843,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
302,169957,BTL 4G Bundle 8 Weekly,5,17,50.909090909,2240
303,170338,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
304,170531,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
305,170598,BTL 4G Bundle 8 Weekly,8,17,50.909090909,2240
306,170738,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
307,170774,BTL 4G Bundle 8 Weekly,4,17,50.909090909,2240
308,170801,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
309,170868,BTL 4G Bundle 8 Weekly,10,17,50.909090909,2240
310,171053,BTL 4G Bundle 8 Weekly,7,17,50.909090909,2240
311,173304,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
312,173426,BTL 4G Bundle 8 Weekly,5,17,50.909090909,2240
313,175685,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
314,176389,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
315,176783,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
316,177130,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
317,178533,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
318,178646,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
319,179070,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
320,179088,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
321,179135,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
322,180058,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
323,180863,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
324,180920,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
325,180938,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
326,181209,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
327,182231,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
328,182869,BTL 4G Bundle 8 Weekly,9,17,50.909090909,2240
329,183277,BTL 4G Bundle 8 Weekly,7,17,50.909090909,2240
330,183461,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
331,183880,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
332,184610,BTL 4G Bundle 8 Weekly,8,17,50.909090909,2240
333,184769,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
334,184841,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
335,185358,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
336,186553,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
337,187297,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
338,187462,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
339,187683,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
340,189058,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
341,189282,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
342,189363,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
343,190431,BTL 4G Bundle 8 Weekly,5,17,50.909090909,2240
344,190561,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
345,191145,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
346,191492,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
347,191683,BTL 4G Bundle 8 Weekly,9,17,50.909090909,2240
348,191894,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
349,193022,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
350,193209,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
351,193387,BTL 4G Bundle 8 Weekly,8,17,50.909090909,2240
352,193722,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
353,193878,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
354,194324,BTL 4G Bundle 8 Weekly,5,17,50.909090909,2240
355,195215,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
356,195998,BTL 4G Bundle 8 Weekly,4,17,50.909090909,2240
357,196374,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
358,196406,BTL 4G Bundle 8 Weekly,4,17,50.909090909,2240
359,197857,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
360,198343,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
361,199086,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
362,200433,BTL 4G Bundle 8 Weekly,5,17,50.909090909,2240
363,200702,BTL 4G Bundle 8 Weekly,7,17,50.909090909,2240
364,200863,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
365,201456,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
366,203379,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
367,204228,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
368,205064,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
369,205933,BTL 4G Bundle 8 Weekly,5,17,50.909090909,2240
370,206085,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
371,206960,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
372,207219,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
373,207306,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
374,207539,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
375,209012,BTL 4G Bundle 8 Weekly,6,17,50.909090909,2240
376,209391,BTL 4G Bundle 8 Weekly,4,17,50.909090909,2240
377,211321,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
378,211491,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
379,212698,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
380,213014,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
381,213777,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
382,214016,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
383,214366,BTL 4G Bundle 8 Weekly,3,17,50.909090909,2240
384,214488,BTL 4G Bundle 8 Weekly,1,17,50.909090909,2240
385,216618,BTL 4G Bundle 8 Weekly,2,17,50.909090909,2240
